id,name,short_description,full_description,topic,languages,prohibited_content,categories
5a85dba0acf31b3adc9f4ba9,hk.everydayedward.com,just curiosity and fun.,just curiosity and fun.,nothing in paticular,"['nl', 'en', 'fr']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5a8629beefd18a117ddd35f4,abdl.io,"An adult (18+) mastodon instance dedicated for all Age Players and Diaper Lovers, all are welcome.","Any accounts deemed disregarding the following rules below will be terminated immediately: 

- You MUST be at least 18 years of age before creating and/or using this instance.
- Harassment or Verbal Abuse of users and/or networks, instances, on any linked Mastodon instance.
- Hate speech
- Any and all Illegal content, whether directly uploaded or linked.
- Accounts that are intended to spam and/or abuse other accounts.
- Images depicting minors.","age players, baby furs, adult babies, diaper lovers",['en'],"['pornography_nocw', 'illegalContentLinks', 'spam']","['adult', 'furry']"
5a88a021efd18a117ddd35fe,adventure.octo.im,Personal instance of Octobyte,Personal instance of Octobyte. Registration limited to friends,None,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam']","['games', 'music', 'tech']"
5a88ad891496030bf4c7a972,herd.redfish.ca,"Just a Mastodon instance hosted in Montréal, Québec, Canada.",Feel free to sign up to give Mastodon a try.  If you are interested in Diaspora* you may also sign-up for an account at https://pod.redfish.ca,None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']",[]
5a8bf1c31496030bf4c7a98e,medsos.web.id,Mastodon Instance for fun. Speak only Bahasa Indonesia and English. ,"Medsos.web.id adalah salah satu testing server dari mastodon instance. Silakan bergabung disini dengan tetap menjaga adab dan tata krama. No nudity, no pornography, no illegal content. Selain itu sementara bebas.",None,"['en', 'id']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam']","['academia', 'activism', 'books', 'journalism', 'sports', 'tech']"
5a8e61731496030bf4c7a99c,banana.dog,Endorsed by @Gargron as a joke instance.  You may have to go through a technical screening where we use a whiteboard to evaluate your jokes!,"This instance only allows senior toot engineers. If you have at least 10+ years of mastodon experience please apply here (https://banana.dog). We are looking for rockstar ninja rocket scientists and we offer unlimited PTO as well as a fully stocked snack bar (with soylent). We are a lean, agile, remote friendly mastodon startup that pays in the bottom 25% for senior tooters. All new members get equity via an innovative ICO call BananaCoin.

We are an agile tooting startup (a tootup). That means for every senior tooter we have a designer, a UX person, a product manager, project manager and scrum master. We meet for 15min every day and plan twice a week in a 3 hour meeting but it’s cool because you get lunch and have to attend. Our tooters love it, I would know if they didn’t since we all have standing desks in an open office layouts d can hear everything!
",None,['en'],"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising', 'spoilers_nocw']","['humor', 'tech']"
5a8f9b1f0273bf1b12f09802,mastodon.observer,Closed,Closed,None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['academia', 'activism', 'art', 'books', 'journalism', 'lgbt', 'poc', 'tech']"
5a949c6f0273bf1b12f0980e,donteatanimals.org,Animal rights and veganism. All are welcome!,A Mastodon instance encouraging discussion of animal rights and veganism. All who are respectful to other users are welcome.,animal rights,['en'],"['pornography_nocw', 'illegalContentLinks', 'spam']",['activism']
5aa123de1a1b3f1036f3d233,fortressofdoom.me,Don't click here. ,This is a secret-squirrel ultra-private Mastodon instance.,None,['en'],"['illegalContentLinks', 'spam', 'advertising']",[]
5aa5bbd533571a45b3cd58ca,sportsball.rocks,Sportsball.Rocks is an unironic general sports Mastodon instance.  English / Spanish.,"Sportsball.Rocks is an unironic general sports Mastodon instance.  Professional football (both), basketball, hockey, and baseball conversations are welcome as well as non-sports related talk. General politics should be avoided.",Sports,"['en', 'es']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",['sports']
5aa7f72d1a1b3f1036f3d267,imastodon.org,im@stodon.org is an unofficial mastodon instance for the non-Japanese community of fans of THE IDOLM@STER.,"本站是偶像大师的非官方 Mastodon 中文实例，是致力于偶像大师爱好者的社交平台，中文为主，也欢迎使用任何语言的偶像大师爱好者加入。
这里不限制嘟文的话题，理想的话题是偶像大师和相关声优，关于每一个系列，每一位声优都可以畅所欲言。为了平台的流畅访问，请尽可能避免谈论政治。",THE IDOLM@STER,"['zh', 'en', 'ja']","['pornography_nocw', 'advertising']","['anime', 'games']"
5aab9a796b0edf4b2dbb03d2,orebrotribune.online,Örebro Tribune - Online presented by the newspaper Örebro Tribune.,Örebro Tribune - Online is a social decentralized network and presented by the newspaper Örebro Tribune - Utryckning.se. The main language is at swedish but everyone is welcome.,None,"['en', 'sv']",[],[]
5aabdcc31a1b3f1036f3d277,fasterwhen.red,An instance mainly focused on discussing automotive- and engineering-related topics,"fasterwhen.red is a Mastodon instance intended for discussing cars, mechanical engineering, and related topics, but everyone is welcome!","automotive, engineering",['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",[]
5ab336092356f0106925b409,furries.world,"The world of Furries, on Mastodon.","Instance open to anyone, but focusing on furries and those who like furrys.  Our full rules can be found at https://furries.world/about/more
","Furry, Furries, LGBTQ, Art, Fun, NSFW w/ Tags ok",['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['academia', 'activism', 'adult', 'anime', 'art', 'books', 'furry', 'games', 'journalism', 'music', 'poc', 'sports', 'tech']"
5ab63c19128b491edcec9027,kicou.info,"Personal instance - FR/EN - Generalistic
",Open to all respectful individuals,None,"['en', 'fr']","['illegalContentLinks', 'spam', 'advertising']",[]
5ab63c19128b491edcec9028,boardgames.social,Welcome to the first Mastodon Instance for board gamers!,Welcome to the first Mastodon Instance (that I know of) for board gamers! Join others in a free (libre!) and user supported social network for board gamers and the games they love.,board games,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",['games']
5ab65c67df31fd1e83827284,pony.social,"Mastodon instance for everyone, pony-fans and nerds","This is a friendly, welcoming mastodon instance for everyone who enjoys the MLP fandom or fur in general, everyone is welcome to join and discover the ponyverse!

We try to moderate lightly while maintaining a safe space for each of our users, so don't be afraid to try out our instance.","Ponies, Rainbows and Nerdery",['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['furry', 'tech']"
5ab6cc33df31fd1e83827288,vorlon.space,"small instance, mainly focussing on technology, free software, digital preservation and science as well as a local community in Göttingen, Germany","still setting up this instance and improving the setup

be nice to each other",None,"['en', 'de']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",['tech']
5ab95e1ace531468912e28ef,social.reputatio.us,"We're a small, open community of Facebook refugees. Expect to see a lot of classically nerdish topics.","This is a general-use instance. We support free speech and diversity in viewpoints. (We're Facebook refugees.)

The founding citizens like science fiction and books. Some of us are also nerds, gamers, musicians and wonkish pseudo-academics.

The following things are out of bounds here:

- Illegal content
- Threats of any kind
- Any brand of alt-right BS; no white supremacists!",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['books', 'journalism', 'music', 'tech']"
5ab9d23ace531468912e28f7,kelnet.social,"A Mastodon instance that focuses primarily on technology, especially IT, DevOps, and Programming. ","The community of this instance focuses primarily on technology, especially IT, DevOps, and Programming. We mostly run a clean community, and do not allow NSFW content.

Our Code of Conduct
- No discrimination. We're all people here, there is no reason to discriminate against anyone because of their age, gender, sexual identity, or race.
- Swearing is allowed, but don't be excessively vulgar just for the sake of being vulgar.
- No illegal activities, this include piracy, doxing, DDoSing, etc. Please do not discuss committing these acts, or information for others to do it.
- No links to malicious software. This goes hand in hand with the last guideline, but doing this will result in immediate account termination.
- Be kind to others, and understand that not everyone is a professional. People make mistakes and we all learn something new every day. We try to promote learning here, and teaching someone else something new can feel really great, give it a try!",technology,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['academia', 'games', 'tech']"
5abae5e78e26a17641e82433,mstdn.dolphinbox.net,General Instance hosted in Canada. Hosted using free software.,"The DolphinBox Mastodon instance, with no central topic. Hosted in Canada using free software.",None,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5abb3e0c8e26a17641e82437,switter.at,A sex work-friendly social space.,"NSFW content warning! Instance admins: please silence us to prevent NSFW avatars/content from appearing in your federated timelines until we can figure out a solution.

In light of the FOSTA/SESTA bill and the recent shadow-banning of our accounts, we’ve decided to take social into our own hands.

This is an open and free community and your space to advertise, release new shoots, announce tour dates and whatever else you’d like to do! It’s in your hands. It works similar to previous social networks but it’s censorship free!


",sex work,['en'],"['illegalContentLinks', 'spam']",['adult']
5abb47b08e26a17641e82439,nicepeople.social,A new Mastodon for nice people based in the Netherlands. Open for everyone as long as you act nice.,"Welcome!
Tired of the major social networks and their awfull practices? Mastodon might be for you. I have started this local instance of Mastodon to try it out with my friends. But of course, their friends or random strangers are all welcome, as long as they are nice people and behave like nice people! :)

Welkom!
Ben je de gangbare sociale netwerken en haar walgelijke praktijken zat? Mastodon kan dan iets voor je zijn. Ik ben met deze installatie van Mastodon begonnen om het eens te proberen met mijn vrienden. Uiteraard is een ieder welkom, als je maar 'nice' bent en je je dus een beetje normaal weet te gedragen :).

LOVE!",None,"['nl', 'en']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']",[]
5abec7805ba9b96cea3ea240,masto.jews.international,Internationalist Jewish instance,"masto.jews.international is a Mastodon instance for Jews to conspire, socialize, and debate together. This is intended to be a pluralistic space, but it is also an internationalist, anti-capitalist, anti-racist and pro-diaspora community. Nationalistic, racist, and classist perspectives will not be welcome. ",None,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'spam', 'advertising']",[]
5abf35a18d43d7182349d3f5,fourthestate.social,For news and journalism professionals. ,"FourthEstate.social is a global social network for news and journalism professionals.

This is your space to connect, discover what people are talking about, and join the conversation. It works similar to other social networks but it’s non-commercial and we do not track you!

This social network is hosted using Mastodon* and is funded and managed by the Fourth Estate Public Benefit Corporation. www.FourthEstate.co",Journalism and media,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",['journalism']
5abfcd9e5ba9b96cea3ea24c,rva.party,"Toots from Richmond, VA and around the world. Stick around for good vibes.","An instance for Richmond, VA. No tolerance for hate. No cops, nationalists, surveillance contractors, etc. We federate with all friendly instances and typically take Dzuk's advice on silencing/suspending instances.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising']",[]
5ac0021c3a71be5df27b5edf,social.art-software.fr,Personnal instance of Electron.,"This is the personnal instance of Electron (my blog: https://www.art-software.fr )!

Subscriptions are opened for people who may want to join me in the adventure ! :D

",None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",[]
5ac22a7d3a71be5df27b5ee5,www.mastodon.flights,"This is a general purpose instance but is focused on travel, world affairs and jet setting lifestyles!","-No gore or shocking content
-Any NSFW or lewd content must be marked sensitive
-No racism, sexism or bigotry",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",['adult']
5ac263733a71be5df27b5ee7,free-le.info,"这是一个以科技创新为主题的科技人员及爱好者社区，探讨以生命为本的科技创新。 
欢迎一切尊重他人，乐于分享的朋友，无论您来自哪里......","技术创新听上去像是一个枯燥的话题，抑或是一个冷冰冰的话题，要改变人们的这种认识正是我们创建这个社区的目的。因为既然我们所理解的一切科技创新的灵魂一定是以生命为本的，那么她又怎么会是冷冰冰的呢？
这里是一个自由的世界，您可以自由发声，说出您的真知灼见或者、趣闻妙语和喃喃梦呓，这些都会是大家期待的。如果您幸运地结识到了知音，我们为您感到高兴，如果您被别人激怒，请冷静下来，想想是否该为某几个人的愚蠢而放弃整个世界。
愿意说科技创新以外话题的朋友，请浏览一下长毛象社区实例列表，试着去别的社区看看。我们这里说的是科技创新。",锋力创新微博,"['zh', 'en', 'fr', 'de', 'ja', 'ko']","['nudity_nocw', 'pornography_nocw', 'spam', 'advertising', 'spoilers_nocw']","['academia', 'adult', 'art', 'books', 'games', 'journalism', 'music', 'poc', 'sports']"
5ac268203a71be5df27b5ee9,journo.social," open mastodon instance is part of the news, media and journalism fediverse. It is funded and managed by the Fourth Estate Public Benefit Corporation.","An unmoderated, free and open mastodon instance is part of the news, media and journalism fediverse.  It is funded and managed by the Fourth Estate Public Benefit Corporation.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",['journalism']
5ac26df73a71be5df27b5eed,thraeryn.net,"A small, general-toot instance with a #Houston admin.","THRAERYN dot Net hopes to be a welcoming instance with a vital, active group of users discussing everything under the sun.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5ac2aad3213b4c4ea9814b02,kpop.social,"안녕하세요! 
This is the first Kpop instance in the fediverse! 
Any Kpop fan is welcome and we're open to the Korean culture too.","안녕하세요! 
This is the first Kpop instance in the fediverse! 
Any Kpop fan is welcome and we're open to the Korean culture too.",kpop,"['en', 'ko', 'pt']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spoilers_nocw']",['music']
5ac3c264757c830f5331d580,sosh.network,An open Mastodon instance designed for free thinkers,"We started this instance of Mastodon to have an enclave where free thinkers can come to share, defend, and spread their ideas.",None,['en'],"['spam', 'advertising']","['games', 'journalism', 'lgbt', 'music', 'tech']"
5ac41dc5131e5d0259445952,linernotes.club,A friendly place in the fediverse for discussing music recordings. ,Liner Notes Club is a Mastodon instance dedicated to providing fans of recorded music with a place to socialize and share their musical musings.,Music ,['en'],"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",['music']
5ac47321df4d1d0245d26b3f,awoo.pub,A small queer-friendly instance focused on stability and user security.,"This instance is ran by [Chameleoid](https://www.chameleoid.com), a small group focused on creating tools to help people engage with technology around them.

In the interest of transparency, we've made it easy to view the [source code used on this instance](https://gitlab.com/chameleoid/awoo.pub/mastodon), and our [blocked instance list](https://gitlab.com/chameleoid/awoo.pub/mastodon/wikis/Blocked-Instances).",None,['en'],"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising', 'spoilers_nocw']",[]
5ac4b1afdf4d1d0245d26b41,yiff.rocks,"Yiff.Rocks is a stable, non-tracking Mastodon instance operated by furries, for furries. (friends are always welcome!)","TL;DR
We follow a mostly laissez faire approach to the server, with only a few caveats.
We do not track you, Nor do we want to. (but others on the Fediverse might, no instance can guarantee this)
We are operated as a hobby first and foremost. Donations are cool but running a VPS is super affordable.
Light moderation. The instance rules are defined below.
We federate with everyone, but we don't cater to those who can't accept our already lenient standards.
Rules
Only the usual to keep things viable.
Be civil.
Don't spam. (applies mostly to bots.)
Use NSFW content warnings when needed!
US Law applies, don't do anything illegal here.
Must be at least 13 years of age (See COPPA Law in ToS). You will be banned.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']","['art', 'furry', 'games', 'music', 'tech']"
5ac4cb58df4d1d0245d26b43,koyu.space,a cozy space for everyone (* ^ ω ^) ✨,Generalistic instance following the Fediverse Friendly Moderation Covenant. Lots of themes and custom mods.,None,"['en', 'de']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5ac5a8f2df4d1d0245d26b49,witchey.club,A fun witchey instance for friends of all (and/or no) genders and spiritual paths!,"<h1>Who are we?</h1>
<p>We aim to create a compassionate community for anyone who is into witchcraft, curious about witchcraft, or just wants to join an instance with a witchey aesthetic.</p>
<p>We're run by <a href=""https://witchey.club/@witch_min"">@witch_min</a>, known elsewhere as <a href=""https://kitty.town/@gerhildt"">@gerhildt</a>. Gerhildt is a nonbinary person who's white and 26. Fae is committed to compassionate communities and creating space for the voices of marginalized people. (You're welcome to follow fae at faer <a href=""https://kitty.town/@gerhildt"">main account over at Kitty.town</a> and to check out their website at <a href=""https://gerhildt.me"">gerhildt.me</a>.)</p>
<p>We're hosted through <a href=""https://masto.host"">Masto.host</a> which is run by the wonderful <a href=""https://masto.pt/@hugo"">Hugo</a>.</p>
<h1>Code of Conduct</h1>
<p>We do have a Code of Conduct that you agree to abide by when you sign up for an account with our instance! Please read it carefully to make sure you agree with everything listed; we want to be a welcoming instance, but if our instance is not a good fit for your views or intentions we want you to find a place that fits better for your content. :)</p>

<h2>Be nice!</h2>
<p>This is a <em>community</em> of people (that is, by federating with other instances, connected to other communities of people). So when interacting with others, we expect that you will make every effort to be compassionate to other users. If you find this to be a difficult thing with a particular user, we encourage use of block and/or mute options, or you can always discuss things with <a href=""https://witchey.club/@witch_min"">@witch_min</a>. (If a user is breaking this Code of Conduct, however, please <em>report them</em> and the matter will be taken care of asap.)</p>
<p>This also includes not posting content that is racist, anti-semitic, misogynist, homophobic, biphobic, transphobic or transmisogynist, ableist, or furthering or promoting hatred or harm towards any oppressed group.</p>

<h2>No harassment. Period.</h2>
<p>This includes:
<ul>
<li>dogpiling</li>
<li>attempting to evade someone blocking you</li>
<li>directing others to attack someone</li>
<li>spreading false information about someone</li>
</ul>
<p>If someone is breaking our Code of Conduct, again, please <em>report them</em>, don't dogpile them.</p>

<h2>Please use the CW feature for:</h2>
<ul>
<li>Any kind of sexual content and/or nudity (including via text)</li>
<li>Political discussion</li>
<li>Mental health discussion (including suicide)</li>
<li>Flashing gifs or flashing videos</li>
<li>Drug and alcohol use</li>
<li>Medical or weight related topics (including diet and food)</li>
<li>Violence or death (of people or of animals), including discussion of abuse or sexual violence</li>
<li>Ranting or ""subtoots"" about any user</li>
</ul>
<h4>Why?</h4>
<p>These are topics that are commonly upsetting or triggering to many people. As a welcoming and friendly space for social conversation, we want to make sure everyone is as comfortable here as they want to be. Using the CW (content warning) feature for these things or any topic you personally feel may be upsetting gives other users the option of determining whether or not they're in a state of mind capable of reading these topics. It's a way of letting people decide what to engage with.</p>

<h2>Please use the ""unlisted"" feature for:</h2>
<ul>
<li>Any posts from bot accounts (including but not limited to image bots and ""ebooks"" style bots)</li>
<li>Making large amounts of toots in short periods of time</li>
</ul>
<h4>Why?</h4>
<p>Our Mastodon instance federates with other instances. This means that our public toots appear on the ""federated timeline"" of any instance we're federating with. If an instance has a large amount of annoying or spam content flooding the federated timeline, the entire instance may be silenced by the admins of other instances. We want to avoid that! Please help us in this endeavor.</p>

<h2>We don't want ANY of the following content AT ALL:</h2>
<ul>
<li>any kind of sexual content involving anyone under the age of 18, including written or drawn content</li>
<li>any kind of sexual content directed at a user who has not consented to it</li>
<li>Holocaust denial, Nazi symbolism, or any anti-semitic or pro-white supremacist content</li>
<li>pro-fascist or pro- violent nationalist content</li>
<li>Islamophobic content</li>
<li>mockery of people asking for donations</li>
<li>antagonism towards sex workers</li>
<li>content defending any of the above</li>
</ul>

<h2>TL;DR</h2>
<p>Don't be an asshole, and use the CW and privacy features appropriately.</p>

<h2>If you break the rules...</h2>
<p>You will be spoken to by @witch_min about the issue. Your understanding of the issue will be assessed. Your account could be removed from witchey.club.</p>

<h1>Many Thanks To...</h1>
<p><a href=""https://masto.pt/@hugo"">Hugo</a>, owner of <a href=""https://masto.host"">Masto.host</a>, who hosts us :)</p>
<p><a href=""https://kitty.town"">Ginny & Kitty.town</a>, whose CoC heavily inspired ours :)</p>",compassion,['en'],"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising', 'spoilers_nocw']","['activism', 'lgbt', 'poc']"
5ac66a89507fc5899293a6db,toot.zone,"The Toot Zone is a SAFE SPACE for deviants, outcasts, the marginalized, and the weak.","The Toot Zone is a Mastodon instance hosted in Canada. All are welcome, and our instance's motto is ""Don't be a dick."" If you're cool with that we really don't care who you are and what your politics or beliefs are you're welcome to join us. Respect us, and we'll respect you. Be kind to us, and we'll be kind to you. Be a dick and things will get ""complicated.""",All are welcome.,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",[]
5ac6efb6fde0264e9d17adc4,laserdisc.party,"We're a a movie-flavoured general instance geared towards cinephiles, movie buffs, or anyone who has a passing interest in film.","L.P is a place for movie lovers, and our rules reflect that. The short of it is this; don't be an asshole, use content warnings liberally (this includes spoilers, gore, sex, nudity, etc, but also workaday stuff like politics, mental health, and multi-toot posts), and for the love of God, be kind. If you can't do that, we'll have no choice but to bust out the banhammer. And if you think asking you to put sensitive content behind a CW is encroaching on your free speech, well, tough shit. Also, and I say this emphatically, if you're a Nazi, a bigot or otherwise a hate-peddler? Take a hike. We don't need or want you here. If you have any questions problems (harassment troubles, clarifications, movie recs) get a hold of Derek. He'll help you out. Enjoy your stay!","general, movies, film",['en'],"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",['art']
5ac79304fde0264e9d17adc6,gulp.cafe,A furry vore instance themed around a coffee shop.,"Welcome to Cafe Gulp! We are an adult oriented website themed around vore and endospmaphila. This can take many forms but are often very sensual and adult in nature. While we may be literal people eaters, we welcome all who can respect boundaries and each other. We will absolutely ban you for hate speech, trolling, or other disruptive mischief.
We currently federate with the rest of the mastodon federated universe and allow cross posting to and from Twitter through third-party services.
",A furry vore instance themed around a coffee shop.,['en'],"['pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['adult', 'furry']"
5aca0d01e41f80378b42e4b0,mstdn.id,Mastodon instance not just for fun. Speak only Bahasa Indonesia and English,"mstdn.id adalah salah satu mastodon instance. Silakan bergabung disini dengan tetap menjaga adab dan tata krama. No nudity, no pornography, no illegal content. Selain itu sementara bebas.",None,"['en', 'id']","['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam']","['academia', 'activism', 'art', 'books', 'games', 'journalism', 'sports', 'tech']"
5aca577ae41f80378b42e4b2,gay.nsfw.onl,"An invite-only, gay-themed, NSFW Mastodon instance.","Hi. We are an invite-only, gay-themed, NSFW Mastodon instance. If you know a user on our instance, ask them to send you an invite. If you don't know any users, see the /about page for more information.",gay porn,['en'],"['illegalContentLinks', 'spam', 'advertising']","['adult', 'lgbt']"
5acabb058840e914a590fba8,pipes.social,A community on the contemplative hobby of pipe collecting and pipe smoking.  ,pipes.social a mastodon community on the contemplative hobby of pipe collecting and pipe smoking.  ,pipes,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']",[]
5acaf9da3366f24a20cfbba2,mastodon.ketchupma.io,"Bienvenu !
Instance généraliste lègèrement orienté photographie et trollage en tout genre.","Ce serveur héberge une instance de Mastodon, média de micro-blogging libre et décentralisé. Vous pouvez vous inscrire ici pour partager avec les autres membres, ainsi que les membres des autres instances, automatiquement.",None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']","['anime', 'art', 'books', 'games', 'lgbt', 'music']"
5acaf9da3366f24a20cfbbac,birb.site,A place for animal lovers,"This site is dedicated to birbs. A birb is a cute bird. In some instances another animal (dog, cat, rodent, even a snek may qualify) ",Animals,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",[]
5acaf9dc3366f24a20cfbbc9,mastodon.utwente.nl,A Mastodon instance for the University of Twente community.,"A Mastodon instance for the University of Twente community.
Membership is restricted to students, alumni and employees of the University of Twente.
Content posted on this instance does not reflect the opinions or policies of the University of Twente.",None,"['nl', 'en']","['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",['academia']
5acafa8d3366f24a20cfbbe8,uelfte.club,A small instance in Germany with no specific topic.,"A small instance with the aim to connect people to the fediverse, especially those who are switching from e.g. twitter to Mastodon. We provide a generalistic instance for everybody to join.

For people who are used to Twitter's look and feel, we provide a Halcyon-Instance to make the transition even more fun and seamlessly. ",None,"['en', 'de']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']","['academia', 'anime', 'art', 'lgbt', 'tech']"
5acb65ca9bf0d10b949a7dfe,recurrent.network,Geeks that do Deep Learning,.,None,"['en', 'fr']","['nudity_nocw', 'pornography_nocw', 'spam', 'advertising', 'spoilers_nocw']","['academia', 'journalism', 'tech']"
5acca648e450d42dc78ee9c0,waifu.one,"An instance for the real waifu lovers ! There is no censorship, no instances are blocked. You can do (almost) anything!","Another mastodon instance with a nice domain name. There is no censorship, no instances are blocked. You can do (almost) anything!

What you can see in waifu.one?
A lot of weebs
A lot of programmers
Some nice ~~lolis~~ waifu
thicc girls


Join us! 

",Anime (*^▽^*) Code ⊙ω⊙ Hack (°◇°; ) EVERYTHING ! Ｏ(≧∇≦)Ｏ,"['en', 'fr']","['pornography_nocw', 'spam']","['activism', 'anime', 'art', 'tech']"
5accf321e450d42dc78ee9c2,mast.e2.lc,"General interest, privacy, cryptography, and activism.","A Mastodon instance hosted in Zurich. General interest, but with some focus on on online privacy, cryptography, freedom of expression, as well as social and political activism. Zero censorship except for content and behavior which violates Swiss law, or which violates the privacy, safety, and right to free thought and expression of anyone else, regardless of whether they're a user of this service. ",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']","['activism', 'tech']"
5ad24b64e450d42dc78ee9d4,edolas.world,"...a microblogging node, which is part of the fediverse and is running Pleroma.","World of Edolas is a microblogging node, which is part of the fediverse and is running Pleroma, a lightweight social network platform, compatible with GNUSocial/postActiv and other OStatus implementations.
Edolas is the name of a parallel universe to Earth Land in the Anime Fairy Tail, where the Exceed's live. And maybe the admin is a fan of them (and the whole anime).",None,"['en', 'de']","['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']","['anime', 'books', 'games', 'tech']"
5ad2ff01804e241fcb2d0c79,martian.social,"Greetings, Earthlings! Right now this is a closed, personal instance. This could possibly change one day if there is any interest.","Greetings, Earthlings! Right now this is a closed, personal instance. This could possibly change one day if there is any interest.",None,['en'],"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","['books', 'games', 'tech']"
5ad471bb804e241fcb2d0c8f,fedi.potatofrom.space," An instance for tech geeks, space fans, potato-lovers, and people who just enjoy messing around.","
This instance follows the mastodon.social Code of Conduct. Report any instances of hate speech or misconduct to @kevin@potatofrom.space.

Otherwise, enjoy and have fun talking to people!
",None,['en'],"['illegalContentLinks', 'spam', 'advertising']",['tech']
5ad47662b13a5b202c4f52e0,red.confederac.io,Nodo generalista y multilingüe para amantes de la libertad. Damos la bienvenida a activistas de todos los ámbitos y demás mentes inquietas.,"Nodo generalista y multilingüe para amantes de la libertad. Damos la bienvenida a activistas de todos los ámbitos y demás mentes inquietas. Invitamos especialmente a personas expuestas a la marginación, la censura u otras formas de violencia. Aquí nos respetamos y nos ayudamos mutuamente. También ofrecemos soporte técnico, y con mucho gusto.",None,"['ca', 'en', 'es']","['pornography_nocw', 'pornography_all', 'spam']","['academia', 'activism', 'art', 'books', 'journalism', 'tech']"
